,Product,Date,MERGE,SNOW %,CLOUD %,LAND %,SEA %,NODATA %,DATA Count,Test_P_1,Test_P_2,Test_P_3,Test_P_4,Test_P_5
165,H34,20191007,1,6.072395678507729,2.888653876523484,19.279670488536713,46.31068970162009,25.38406426501189,13778944,0,0,0,0,0
166,H34,20191008,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
167,H34,20191009,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
168,H34,20191010,1,0.16452639621730084,3.302509974639566,24.71888992364001,46.33350712507431,25.38751155386073,13778944,85,85,85,85,85
169,H34,20191011,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
170,H34,20191012,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
171,H34,20191013,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
172,H34,20191014,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
173,H34,20191015,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
174,H34,20191016,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
175,H34,20191017,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
176,H34,20191018,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
177,H34,20191019,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
178,H34,20191020,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
179,H34,20191021,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
180,H34,20191022,1,0.15403212321640902,3.728079597391498,24.245754972224287,46.202669812722945,25.38751155386073,13778944,85,42,42,85,0
181,H34,20191023,1,0.16127505852407847,3.0939598854600177,24.864467117364,46.19004184936088,25.38751155386073,13778944,85,85,42,85,42
182,H34,20191024,1,0.11070514547413793,2.7929281082788346,25.207512273799793,46.17717439014194,25.38751155386073,13778944,85,85,42,85,42
183,H34,20191025,1,0.17815588770808563,2.6951775114261296,25.228304868645957,46.16420532662009,25.38751155386073,13778944,85,85,85,85,85
184,H34,20191026,1,0.1758044738406659,3.0701989934787455,24.845829985229635,46.15050326062723,25.38751155386073,13778944,85,85,85,85,85
185,H34,20191027,1,0.1744836179027943,3.1288682209609098,24.778524391999852,46.13660524347875,25.38751155386073,13778944,85,85,42,85,85
186,H34,20191028,1,0.2247342031435791,2.6446221132766055,25.202323196901013,46.12261287947756,25.38751155386073,13778944,85,85,85,85,85
187,H34,20191029,1,0.19365054390234837,2.907254721406807,24.959024436125148,46.10859148567554,25.38751155386073,13778944,85,42,42,42,85
188,H34,20191030,1,0.19343282039610582,2.9697195953478004,24.88570967412307,46.09441042796894,25.38751155386073,13778944,85,85,42,42,85
189,H34,20191031,1,0.1350321185716409,3.2021612106123665,24.700114899951693,46.07897383137634,25.38751155386073,13778944,85,85,85,85,0
190,H34,20191101,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
191,H34,20191102,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
192,H34,20191103,1,0.22892175191364447,3.2436738258026163,24.52794640866528,46.0336075101256,25.38751155386073,13778944,85,85,85,42,0
193,H34,20191104,1,0.27991259707565397,2.911638221332491,24.795869697997176,46.01786610062425,25.38751155386073,13778944,85,85,85,0,0
194,H34,20191105,1,0.2862556085575208,2.905026684192925,24.783503002842597,46.00169650156064,25.38751155386073,13778944,85,85,85,42,0
195,H34,20191106,1,0.2325795068185196,3.322678428767836,24.40779932047042,45.98475035532476,25.38751155386073,13778944,85,85,85,42,0
196,H34,20191107,1,0.20484878957342448,3.1647127675386444,24.581528163551575,45.967201840721614,25.38751155386073,13778944,85,85,85,0,42
197,H34,20191108,1,0.2050084534780024,3.222307892390012,24.511435709441884,45.94928319615785,25.38751155386073,13778944,85,85,85,42,0
198,H34,20191109,1,0.23247064506539836,3.310297218712842,24.38369007087916,45.93139358139492,25.38751155386073,13778944,85,85,85,0,0
199,H34,20191110,1,0.25081747919143876,4.221593468991528,23.441854470124852,45.913823294441144,25.38751155386073,13778944,85,85,85,0,0
200,H34,20191111,1,0.2492934146477408,4.207187430328478,23.44531627387411,45.895926422228,25.38751155386073,13778944,85,85,85,42,42
201,H34,20191112,1,0.25574528788272893,4.09443568389566,23.53914059016424,45.87730380499406,25.38751155386073,13778944,85,85,85,42,0
202,H34,20191113,1,0.23877736929622473,4.047153395789982,23.591546638116824,45.85855781110657,25.38751155386073,13778944,85,85,85,42,0
203,H34,20191114,1,0.22390685381985734,4.018979974082193,23.62296414006763,45.83997148112366,25.38751155386073,13778944,85,85,85,0,42
204,H34,20191115,1,0.21099584989967302,3.911656800405024,23.731455763228297,45.82086261472577,25.38751155386073,13778944,85,85,85,42,0
205,H34,20191116,1,0.29766432028463136,4.628714653314506,22.915950598246134,45.80235611669515,25.38751155386073,13778944,85,85,85,0,42
206,H34,20191117,1,0.3124332314580856,4.88364710677393,22.634368787622623,45.78329805244872,25.38751155386073,13778944,85,85,85,42,0
207,H34,20191118,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
208,H34,20191119,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
209,H34,20191120,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
210,H34,20191121,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
211,H34,20191122,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
212,H34,20191123,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
213,H34,20191124,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
214,H34,20191125,1,0.34372735675535077,3.4906158265829372,23.91487330233725,45.632190681666174,25.38751155386073,13778944,85,85,85,0,0
215,H34,20191126,1,0.28904972688763375,4.0877225424531805,23.362951471462544,45.61302375566662,25.38751155386073,13778944,85,85,42,0,0
216,H34,20191127,1,0.30016814060642094,4.6726294845236325,22.758674394786713,45.59623727333532,25.38751155386073,13778944,85,42,42,42,0
217,H34,20191128,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
